 147535, NKWH, 182.19512195122, 0.54549437709946, 0.0220257351906808, 0.556910569105691, 0.443089430894309, 0.638211382113821, 0.195121951219512, 1, 4, 334, 1, 0
 1299400, NKWH, 117.370223325062, 0.344194203299302, 0.0287683682438298, 0.327047146401985, 0.230272952853598, 0.4287841191067, 0.198511166253102, 14, 0, 341, 1, 0
 1312070, NKWH, 68.880374862183, 0.206228667252045, 0.0169499150225114, 0.17805953693495, 0.118522601984565, 0.260749724366042, 0.142227122381477, 17, 0, 334, 1, 0
 2014383, NKWH, 64.0510328068044, 0.19176955930181, 0.0299896690372809, 0.141555285540705, 0.0984204131227218, 0.207168894289186, 0.108748481166464, 35, 0, 334, 1, 0
 2020324, NKWH, 10.2311086596801, 0.0310033595747881, 0.00852883242773, 0.014892443463872, 0.00882515168229454, 0.0264754550468836, 0.0176503033645891, 15, 0, 330, 3, 0
 3100023, NKWH, 75.9729272419628, 0.227463854017853, 0.0214798307236666, 0.212351945854484, 0.147208121827411, 0.319796954314721, 0.17258883248731, 5, 0, 334, 35, 0
 3631935, NKWH, 16.6231696014828, 0.0505263513722883, 0.0143090832139869, 0.0100092678405931, 0, 0.0263206672845227, 0.0263206672845227, 54, 0, 329, 26, 3
 7009951, NKWH, 91.7856265356265, 0.286830082923833, 0.057505263826717, 0.286240786240787, 0.0419993857493857, 0.464219901719902, 0.422220515970516, 0, 0, 320, 34, 0
 7036735, NKWH, 138.501616740894, 0.418433887434726, 0.0426780431022622, 0.393661155512171, 0.283417729241657, 0.57497254590934, 0.291554816667683, 0, 0, 331, 1, 0
 7069541, NKWH, 59.0213507625273, 0.17359220812508, 0.0345852283439587, 0.13681917211329, 0.0263616557734205, 0.264052287581699, 0.237690631808278, 15, 0, 340, 1, 0
 7110033, NKWH, 89.1873605947955, 0.267028025732921, 0.0722272604293077, 0.112267657992565, 0.083271375464684, 0.460966542750929, 0.377695167286245, 0, 0, 334, 1, 1
